ClassName,FilePath,FolderGroup,AIType,FightMode,RangePerception,RangeFight,ActiveSpeed,PassiveSpeed,ControlSlots,MinTameSkill,Fame,Karma,VirtualArmor,Tamable,HitsMin,HitsMax,StamMin,StamMax,ManaMin,ManaMax,DamageMin,DamageMax,StrMin,StrMax,DexMin,DexMax,IntMin,IntMax,DamageTypePhysical,DamageTypeFire,DamageTypeCold,DamageTypePoison,DamageTypeEnergy,ResistPhysicalMin,ResistPhysicalMax,ResistFireMin,ResistFireMax,ResistColdMin,ResistColdMax,ResistPoisonMin,ResistPoisonMax,ResistEnergyMin,ResistEnergyMax,FavoriteFood,HideType,SkinType,Alchemy_Min,Alchemy_Max,Anatomy_Min,Anatomy_Max,Druidism_Min,Druidism_Max,Mercantile_Min,Mercantile_Max,ArmsLore_Min,ArmsLore_Max,Parry_Min,Parry_Max,Begging_Min,Begging_Max,Blacksmith_Min,Blacksmith_Max,Bowcraft_Min,Bowcraft_Max,Peacemaking_Min,Peacemaking_Max,Camping_Min,Camping_Max,Carpentry_Min,Carpentry_Max,Cartography_Min,Cartography_Max,Cooking_Min,Cooking_Max,Searching_Min,Searching_Max,Discordance_Min,Discordance_Max,Psychology_Min,Psychology_Max,Healing_Min,Healing_Max,Seafaring_Min,Seafaring_Max,Forensics_Min,Forensics_Max,Herding_Min,Herding_Max,Hiding_Min,Hiding_Max,Provocation_Min,Provocation_Max,Inscribe_Min,Inscribe_Max,Lockpicking_Min,Lockpicking_Max,Magery_Min,Magery_Max,MagicResist_Min,MagicResist_Max,Tactics_Min,Tactics_Max,Snooping_Min,Snooping_Max,Musicianship_Min,Musicianship_Max,Poisoning_Min,Poisoning_Max,Marksmanship_Min,Marksmanship_Max,Spiritualism_Min,Spiritualism_Max,Stealing_Min,Stealing_Max,Tailoring_Min,Tailoring_Max,Taming_Min,Taming_Max,Tasting_Min,Tasting_Max,Tinkering_Min,Tinkering_Max,Tracking_Min,Tracking_Max,Veterinary_Min,Veterinary_Max,Swords_Min,Swords_Max,Bludgeoning_Min,Bludgeoning_Max,Fencing_Min,Fencing_Max,FistFighting_Min,FistFighting_Max,Lumberjacking_Min,Lumberjacking_Max,Mining_Min,Mining_Max,Meditation_Min,Meditation_Max,Stealth_Min,Stealth_Max,RemoveTrap_Min,RemoveTrap_Max,Necromancy_Min,Necromancy_Max,Focus_Min,Focus_Max,Knightship_Min,Knightship_Max,Bushido_Min,Bushido_Max,Ninjitsu_Min,Ninjitsu_Max,Elementalism_Min,Elementalism_Max,Mysticism_Min,Mysticism_Max,Imbuing_Min,Imbuing_Max,Throwing_Min,Throwing_Max
HellCat,C:\Projects\UltimaTools\UltimaTools\Scripts\Mobiles\Animals\Felines\HellCat.cs,Animals\Felines,AI_Melee,Closest,10,1,0.2,0.4,1,71.1,1000,-1000,30,True,48,67,,,,,6,12,51,100,52,150,13,85,40,60,0,0,0,25,35,80,90,0,0,0,0,15,20,Meat,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.1,60.0,40.1,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaguar,C:\Projects\UltimaTools\UltimaTools\Scripts\Mobiles\Animals\Felines\Jaguar.cs,Animals\Felines,AI_Animal,Aggressor,10,1,0.2,0.4,1,61.1,750,0,22,True,64,88,,,0,0,8,16,112,160,120,190,50,76,100,0,0,0,0,30,35,5,10,10,15,5,10,0,0,"Fish, Meat",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,30.0,45.1,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.1,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Panther,C:\Projects\UltimaTools\UltimaTools\Scripts\Mobiles\Animals\Felines\Panther.cs,Animals\Felines,AI_Animal,Aggressor,10,1,0.2,0.4,1,53.1,450,0,16,True,37,51,,,0,0,4,12,61,85,86,105,26,50,100,0,0,0,0,20,25,5,10,10,15,5,10,0,0,"Meat, Fish",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,30.0,50.1,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.1,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SabretoothCub,C:\Projects\UltimaTools\UltimaTools\Scripts\Mobiles\Animals\Felines\SabretoothCub.cs,Animals\Felines,AI_Animal,Aggressor,10,1,0.2,0.4,1,59.1,300,0,24,True,27,41,,,0,0,5,9,41,71,47,77,27,57,100,0,0,0,0,20,25,0,0,5,10,0,0,0,0,"Fish, Meat",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8,44.5,29.8,47.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.8,47.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SnowLeopard,C:\Projects\UltimaTools\UltimaTools\Scripts\Mobiles\Animals\Felines\SnowLeopard.cs,Animals\Felines,AI_Animal,Aggressor,10,1,0.2,0.4,1,53.1,450,0,24,True,34,48,,,0,0,3,9,56,80,66,85,26,50,100,0,0,0,0,20,25,5,10,30,40,10,20,20,30,"Meat, Fish",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.1,35.0,45.1,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.1,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WhiteCat,C:\Projects\UltimaTools\UltimaTools\Scripts\Mobiles\Animals\Felines\WhiteCat.cs,Animals\Felines,AI_Mage,Aggressor,10,1,0.2,0.4,,,0,3500,36,False,58,75,,,,,5,10,96,125,86,105,141,165,100,0,0,0,0,35,40,40,50,20,30,10,20,20,30,None,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.1,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.1,65.0,60.1,75.0,50.1,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.1,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antelope,C:\Projects\UltimaTools\UltimaTools\Scripts\Mobiles\Animals\Misc\Antelope.cs,Animals\Misc,AI_Animal,Aggressor,10,1,0.2,0.4,1,59.1,300,0,24,True,27,41,,,0,0,5,9,41,71,47,77,27,57,100,0,0,0,0,20,25,0,0,5,10,0,0,0,0,"FruitsAndVegies, GrainsAndHay",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8,44.5,29.8,47.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.8,47.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ape,C:\Projects\UltimaTools\UltimaTools\Scripts\Mobiles\Animals\Misc\Ape.cs,Animals\Misc,AI_Melee,Closest,10,1,0.2,0.4,1,20.9,1500,-1500,30,True,106,123,,,0,0,10,15,156,185,111,135,46,70,100,0,0,0,0,45,55,5,10,25,35,5,10,5,10,None,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.1,40.0,70.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.1,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boar,C:\Projects\UltimaTools\UltimaTools\Scripts\Mobiles\Animals\Misc\Boar.cs,Animals\Misc,AI_Animal,Aggressor,10,1,0.2,0.4,1,29.1,300,0,10,True,15,15,,,0,0,3,6,25,25,15,15,5,5,100,0,0,0,0,10,15,5,10,0,0,5,10,0,0,"FruitsAndVegies, GrainsAndHay",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DireBoar,C:\Projects\UltimaTools\UltimaTools\Scripts\Mobiles\Animals\Misc\DireBoar.cs,Animals\Misc,AI_Melee,Closest,10,1,0.2,0.4,1,49.1,400,0,10,True,35,35,,,0,0,6,9,45,45,35,35,10,10,100,0,0,0,0,10,15,5,10,0,0,5,10,0,0,"FruitsAndVegies, GrainsAndHay",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DireGoat,C:\Projects\UltimaTools\UltimaTools\Scripts\Mobiles\Animals\Misc\DireGoat.cs,Animals\Misc,AI_Animal,Aggressor,10,1,0.2,0.4,1,20.9,900,0,20,True,80,93,,,0,0,6,10,82,124,56,75,16,30,100,0,0,0,0,30,40,25,30,30,40,30,35,30,35,"GrainsAndHay, FruitsAndVegies",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.1,50.0,49.3,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.3,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dolphin,C:\Projects\UltimaTools\UltimaTools\Scripts\Mobiles\Animals\Misc\Dolphin.cs,Animals\Misc,AI_Animal,Aggressor,10,1,0.2,0.4,,,500,2000,16,False,15,27,,,,,3,6,21,49,66,85,96,110,100,0,0,0,0,15,20,70,80,25,30,10,15,10,15,None,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,20.0,19.2,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elephant,C:\Projects\UltimaTools\UltimaTools\Scripts\Mobiles\Animals\Misc\Elephant.cs,Animals\Misc,AI_Animal,Aggressor,10,1,0.2,0.4,2,79.1,2000,0,32,True,176,193,,,0,0,12,18,226,255,81,105,16,40,100,0,0,0,0,35,45,0,0,25,55,10,20,10,20,"GrainsAndHay, FruitsAndVegies",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.1,40.0,80.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gazelle,C:\Projects\UltimaTools\UltimaTools\Scripts\Mobiles\Animals\Misc\Gazelle.cs,Animals\Misc,AI_Animal,Aggressor,10,1,0.2,0.4,1,59.1,300,0,24,True,27,41,,,0,0,5,9,41,71,47,77,27,57,100,0,0,0,0,20,25,0,0,5,10,0,0,0,0,"FruitsAndVegies, GrainsAndHay",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8,44.5,29.8,47.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.8,47.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giraffe,C:\Projects\UltimaTools\UltimaTools\Scripts\Mobiles\Animals\Misc\Giraffe.cs,Animals\Misc,AI_Animal,Aggressor,10,1,0.2,0.4,1,45.1,600,0,26,True,25,37,,,0,0,5,8,31,59,46,65,26,40,100,0,0,0,0,25,30,0,0,0,0,0,0,0,0,"FruitsAndVegies, GrainsAndHay",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,20.0,19.2,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goat,C:\Projects\UltimaTools\UltimaTools\Scripts\Mobiles\Animals\Misc\Goat.cs,Animals\Misc,AI_Animal,Aggressor,10,1,0.2,0.4,1,11.1,150,0,10,True,12,12,,,0,0,3,4,19,19,15,15,5,5,100,0,0,0,0,5,15,0,0,0,0,0,0,0,0,"GrainsAndHay, FruitsAndVegies",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gorakong,C:\Projects\UltimaTools\UltimaTools\Scripts\Mobiles\Animals\Misc\Gorakong.cs,Animals\Misc,AI_Melee,Closest,10,1,0.2,0.4,2,50.9,11000,-11000,50,True,202,231,,,0,0,7,23,336,385,96,115,281,305,100,0,0,0,0,45,55,30,40,30,40,40,50,40,50,None,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.1,140.0,90.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gorilla,C:\Projects\UltimaTools\UltimaTools\Scripts\Mobiles\Animals\Misc\Gorilla.cs,Animals\Misc,AI_Animal,Aggressor,10,1,0.2,0.4,1,-18.9,450,0,20,True,38,51,,,0,0,4,10,53,95,36,55,36,60,100,0,0,0,0,20,25,5,10,10,15,0,0,0,0,"FruitsAndVegies, GrainsAndHay",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.1,60.0,43.3,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.3,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GreatHart,C:\Projects\UltimaTools\UltimaTools\Scripts\Mobiles\Animals\Misc\GreatHart.cs,Animals\Misc,AI_Animal,Aggressor,10,1,0.2,0.4,1,59.1,300,0,24,True,27,41,,,0,0,5,9,41,71,47,77,27,57,100,0,0,0,0,20,25,0,0,5,10,0,0,0,0,"FruitsAndVegies, GrainsAndHay",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8,44.5,29.8,47.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.8,47.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
